"Code","Name","Region_code","Region_name","Date","Period","adult_beds_open","adult_beds_occupied","adult_beds_available","Percentage_adult_beds_available","Percentage_adult_cc_beds_occupied","last_thursday","Emergency_catchment_pop_2018","cc_beds_per_100000","occupancy_above_85"
"RF4","Barking, Havering and Redbridge University Hospitals NHS Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",52,37,15,0.288461538461538,0.711538461538462,2017-05-25,604029,8.60885818396137,"below 85%"
"RFF","Barnsley Hospital NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",11,7,4,0.363636363636364,0.636363636363636,2017-05-25,227127,4.84310539918196,"below 85%"
"RFR","The Rotherham NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",13,10,3,0.230769230769231,0.769230769230769,2017-05-25,212908,6.10592368534766,"below 85%"
"RFS","Chesterfield Royal Hospital NHS Foundation Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",15,13,2,0.133333333333333,0.866666666666667,2017-05-25,267535,5.60674304296634,">= 85%"
"RGM","Royal Papworth Hospital NHS Foundation Trust","Y61","East of England Commissioning Region",2017-05-01,"May-2017",39,31,8,0.205128205128205,0.794871794871795,2017-05-25,21467,181.674197605627,"below 85%"
"RGN","North West Anglia NHS Foundation Trust","Y61","East of England Commissioning Region",2017-05-01,"May-2017",22,15,7,0.318181818181818,0.681818181818182,2017-05-25,531204,4.14153507880212,"below 85%"
"RGP","James Paget University Hospitals NHS Foundation Trust","Y61","East of England Commissioning Region",2017-05-01,"May-2017",12,9,3,0.25,0.75,2017-05-25,207602,5.78029113399678,"below 85%"
"RGQ","Ipswich Hospital NHS Trust","Y55","Midlands and East of England Commissioning Region",2017-05-01,"May-2017",12,9,3,0.25,0.75,2017-05-25,NA,NA,"below 85%"
"RGR","West Suffolk NHS Foundation Trust","Y61","East of England Commissioning Region",2017-05-01,"May-2017",9,5,4,0.444444444444444,0.555555555555556,2017-05-25,268025,3.35789571868296,"below 85%"
"RGT","Cambridge University Hospitals NHS Foundation Trust","Y61","East of England Commissioning Region",2017-05-01,"May-2017",64,47,17,0.265625,0.734375,2017-05-25,526081,12.1654269969834,"below 85%"
"RH8","Royal Devon and Exeter NHS Foundation Trust","Y58","South West Commissioning Region",2017-05-01,"May-2017",18,15,3,0.166666666666667,0.833333333333333,2017-05-25,412540,4.36321326416832,"below 85%"
"RHM","University Hospital Southampton NHS Foundation Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",108,87,21,0.194444444444444,0.805555555555556,2017-05-25,588542,18.350432084711,"below 85%"
"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",103,93,10,0.0970873786407767,0.902912621359223,2017-05-25,581566,17.7108015255362,">= 85%"
"RHU","Portsmouth Hospitals NHS Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",19,14,5,0.263157894736842,0.736842105263158,2017-05-25,582675,3.26082292873386,"below 85%"
"RHW","Royal Berkshire NHS Foundation Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",14,12,2,0.142857142857143,0.857142857142857,2017-05-25,458864,3.05101293629485,">= 85%"
"RJ1","Guy's and St Thomas' NHS Foundation Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",82,71,11,0.134146341463415,0.865853658536585,2017-05-25,568727,14.4181654818568,">= 85%"
"RJ2","Lewisham and Greenwich NHS Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",38,31,7,0.184210526315789,0.815789473684211,2017-05-25,586700,6.47690472132265,"below 85%"
"RJ6","Croydon Health Services NHS Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",14,12,2,0.142857142857143,0.857142857142857,2017-05-25,282594,4.95410376724205,">= 85%"
"RJ7","St George's University Hospitals NHS Foundation Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",60,57,3,0.05,0.95,2017-05-25,617081,9.72319679264148,">= 85%"
"RJC","South Warwickshire NHS Foundation Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",7,4,3,0.428571428571429,0.571428571428571,2017-05-25,236451,2.96044423580361,"below 85%"
"RJE","University Hospitals of North Midlands NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",80,73,7,0.0875,0.9125,2017-05-25,689290,11.6061454540179,">= 85%"
"RJF","Burton Hospitals NHS Foundation Trust","Y55","Midlands and East of England Commissioning Region",2017-05-01,"May-2017",10,8,2,0.2,0.8,2017-05-25,NA,NA,"below 85%"
"RJL","Northern Lincolnshire and Goole NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",25,20,5,0.2,0.8,2017-05-25,371278,6.73349888762598,"below 85%"
"RJN","East Cheshire NHS Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",6,5,1,0.166666666666667,0.833333333333333,2017-05-25,140205,4.27944795121429,"below 85%"
"RJR","Countess of Chester Hospital NHS Foundation Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",15,12,3,0.2,0.8,2017-05-25,198860,7.54299507190989,"below 85%"
"RJZ","King's College Hospital NHS Foundation Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",96,86,10,0.104166666666667,0.895833333333333,2017-05-25,662737,14.4853840965572,">= 85%"
"RK5","Sherwood Forest Hospitals NHS Foundation Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",12,8,4,0.333333333333333,0.666666666666667,2017-05-25,329250,3.64464692482916,"below 85%"
"RK9","University Hospitals Plymouth NHS Trust","Y58","South West Commissioning Region",2017-05-01,"May-2017",42,32,10,0.238095238095238,0.761904761904762,2017-05-25,478269,8.78166889344699,"below 85%"
"RKB","University Hospitals Coventry and Warwickshire NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",37,36,1,0.027027027027027,0.972972972972973,2017-05-25,594552,6.22317307821688,">= 85%"
"RKE","Whittington Health NHS Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",15,10,5,0.333333333333333,0.666666666666667,2017-05-25,217447,6.89823267278923,"below 85%"
"RL1","The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",5,4,1,0.2,0.8,2017-05-25,2282,219.106047326906,"below 85%"
"RL4","The Royal Wolverhampton NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",28,21,7,0.25,0.75,2017-05-25,405228,6.90969034716258,"below 85%"
"RLN","City Hospitals Sunderland NHS Foundation Trust","Y54","North of England Commissioning Region",2017-05-01,"May-2017",18,14,4,0.222222222222222,0.777777777777778,2017-05-25,305331,5.89524155752282,"below 85%"
"RLQ","Wye Valley NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",6,6,0,0,1,2017-05-25,184991,3.24340103032039,">= 85%"
"RLT","George Eliot Hospital NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",8,5,3,0.375,0.625,2017-05-25,134180,5.96214040840662,"below 85%"
"RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust","Y61","East of England Commissioning Region",2017-05-01,"May-2017",24,14,10,0.416666666666667,0.583333333333333,2017-05-25,612116,3.92082546445445,"below 85%"
"RM3","Salford Royal NHS Foundation Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",45,37,8,0.177777777777778,0.822222222222222,2017-05-25,301533,14.9237396901832,"below 85%"
"RMC","Bolton NHS Foundation Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",18,16,2,0.111111111111111,0.888888888888889,2017-05-25,304873,5.9040977718591,">= 85%"
"RMP","Tameside and Glossop Integrated Care NHS Foundation Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",9,7,2,0.222222222222222,0.777777777777778,2017-05-25,190809,4.71675864346021,"below 85%"
"RN3","Great Western Hospitals NHS Foundation Trust","Y58","South West Commissioning Region",2017-05-01,"May-2017",12,9,3,0.25,0.75,2017-05-25,387282,3.09851735944351,"below 85%"
"RN5","Hampshire Hospitals NHS Foundation Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",23,16,7,0.304347826086957,0.695652173913043,2017-05-25,440874,5.21691004686146,"below 85%"
"RN7","Dartford and Gravesham NHS Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",10,9,1,0.1,0.9,2017-05-25,311774,3.20745155144432,">= 85%"
"RNA","The Dudley Group NHS Foundation Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",20,16,4,0.2,0.8,2017-05-25,367453,5.44287296606641,"below 85%"
"RNL","North Cumbria University Hospitals NHS Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",15,10,5,0.333333333333333,0.666666666666667,2017-05-25,306437,4.89497025489742,"below 85%"
"RNQ","Kettering General Hospital NHS Foundation Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",12,12,0,0,1,2017-05-25,299501,4.00666441848274,">= 85%"
"RNS","Northampton General Hospital NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",16,8,8,0.5,0.5,2017-05-25,376889,4.2452817673108,"below 85%"
"RNZ","Salisbury NHS Foundation Trust","Y58","South West Commissioning Region",2017-05-01,"May-2017",10,10,0,0,1,2017-05-25,230438,4.33956205139777,">= 85%"
"RP4","Great Ormond Street Hospital For Children NHS Foundation Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",0,0,0,NA,NA,2017-05-25,13614,0,NA
"RP5","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",25,21,4,0.16,0.84,2017-05-25,431507,5.79364877047186,"below 85%"
"RPA","Medway NHS Foundation Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",29,28,1,0.0344827586206897,0.96551724137931,2017-05-25,361630,8.01924619085806,">= 85%"
"RPC","Queen Victoria Hospital NHS Foundation Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",3,2,1,0.333333333333333,0.666666666666667,2017-05-25,111553,2.68930463546476,"below 85%"
"RPY","The Royal Marsden NHS Foundation Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",16,7,9,0.5625,0.4375,2017-05-25,27603,57.9647139803645,"below 85%"
"RQ3","Birmingham Women's and Children's NHS Foundation Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",4,1,3,0.75,0.25,2017-05-25,196875,2.03174603174603,"below 85%"
"RQ6","Royal Liverpool and Broadgreen University Hospitals NHS Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",35,33,2,0.0571428571428571,0.942857142857143,2017-05-25,292212,11.9776053002615,">= 85%"
"RQ8","Mid Essex Hospital Services NHS Trust","Y61","East of England Commissioning Region",2017-05-01,"May-2017",24,20,4,0.166666666666667,0.833333333333333,2017-05-25,431539,5.56149038673214,"below 85%"
"RQM","Chelsea and Westminster Hospital NHS Foundation Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",20,18,2,0.1,0.9,2017-05-25,646794,3.09217463365461,">= 85%"
"RQW","The Princess Alexandra Hospital NHS Trust","Y61","East of England Commissioning Region",2017-05-01,"May-2017",10,8,2,0.2,0.8,2017-05-25,286538,3.4899385072835,"below 85%"
"RQX","Homerton University Hospital NHS Foundation Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",9,9,0,0,1,2017-05-25,249717,3.60407981835438,">= 85%"
"RR1","Heart of England NHS Foundation Trust","Y55","Midlands and East of England Commissioning Region",2017-05-01,"May-2017",29,26,3,0.103448275862069,0.896551724137931,2017-05-25,NA,NA,">= 85%"
"RR7","Gateshead Health NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",14,11,3,0.214285714285714,0.785714285714286,2017-05-25,184567,7.58532131962919,"below 85%"
"RR8","Leeds Teaching Hospitals NHS Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",94,62,32,0.340425531914894,0.659574468085106,2017-05-25,789733,11.9027570077482,"below 85%"
"RRF","Wrightington, Wigan and Leigh NHS Foundation Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",11,9,2,0.181818181818182,0.818181818181818,2017-05-25,257238,4.27619558541118,"below 85%"
"RRJ","The Royal Orthopaedic Hospital NHS Foundation Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",8,8,0,0,1,2017-05-25,3691,216.743429964779,">= 85%"
"RRK","University Hospitals Birmingham NHS Foundation Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",70,70,0,0,1,2017-05-25,1267489,5.52273037478037,">= 85%"
"RRV","University College London Hospitals NHS Foundation Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",60,51,9,0.15,0.85,2017-05-25,446948,13.4243804648415,">= 85%"
"RT3","Royal Brompton & Harefield NHS Foundation Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",102,64,38,0.372549019607843,0.627450980392157,2017-05-25,47871,213.072632700382,"below 85%"
"RTD","The Newcastle Upon Tyne Hospitals NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",86,77,9,0.104651162790698,0.895348837209302,2017-05-25,542610,15.8493208750299,">= 85%"
"RTE","Gloucestershire Hospitals NHS Foundation Trust","Y58","South West Commissioning Region",2017-05-01,"May-2017",17,16,1,0.0588235294117647,0.941176470588235,2017-05-25,582850,2.91670241056876,">= 85%"
"RTF","Northumbria Healthcare NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",28,20,8,0.285714285714286,0.714285714285714,2017-05-25,407825,6.86568994053822,"below 85%"
"RTG","University Hospitals of Derby and Burton NHS Foundation Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",44,33,11,0.25,0.75,2017-05-25,779796,5.64250137215374,"below 85%"
"RTH","Oxford University Hospitals NHS Foundation Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",54,52,2,0.037037037037037,0.962962962962963,2017-05-25,772661,6.98883468946925,">= 85%"
"RTK","Ashford and St Peter's Hospitals NHS Foundation Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",13,11,2,0.153846153846154,0.846153846153846,2017-05-25,279313,4.65427674329516,"below 85%"
"RTP","Surrey and Sussex Healthcare NHS Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",16,16,0,0,1,2017-05-25,382364,4.18449435616324,">= 85%"
"RTR","South Tees Hospitals NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",67,57,10,0.149253731343284,0.850746268656716,2017-05-25,453552,14.7722863089569,">= 85%"
"RTX","University Hospitals of Morecambe Bay NHS Foundation Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",14,10,4,0.285714285714286,0.714285714285714,2017-05-25,328870,4.25700124669322,"below 85%"
"RVJ","North Bristol NHS Trust","Y58","South West Commissioning Region",2017-05-01,"May-2017",40,35,5,0.125,0.875,2017-05-25,440518,9.0802191964914,">= 85%"
"RVR","Epsom and St Helier University Hospitals NHS Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",21,17,4,0.19047619047619,0.80952380952381,2017-05-25,384032,5.4682943088076,"below 85%"
"RVV","East Kent Hospitals University NHS Foundation Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",27,22,5,0.185185185185185,0.814814814814815,2017-05-25,682391,3.95667586471686,"below 85%"
"RVW","North Tees and Hartlepool NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",16,15,1,0.0625,0.9375,2017-05-25,301825,5.30108506584942,">= 85%"
"RVY","Southport and Ormskirk Hospital NHS Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",11,9,2,0.181818181818182,0.818181818181818,2017-05-25,191822,5.73448301029079,"below 85%"
"RW6","Pennine Acute Hospitals NHS Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",34,26,8,0.235294117647059,0.764705882352941,2017-05-25,678855,5.00843331786611,"below 85%"
"RWA","Hull University Teaching Hospitals NHS Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",50,41,9,0.18,0.82,2017-05-25,537553,9.30140841926284,"below 85%"
"RWD","United Lincolnshire Hospitals NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",31,21,10,0.32258064516129,0.67741935483871,2017-05-25,557138,5.56415107208627,"below 85%"
"RWE","University Hospitals of Leicester NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",76,57,19,0.25,0.75,2017-05-25,920732,8.25430201187751,"below 85%"
"RWF","Maidstone and Tunbridge Wells NHS Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",16,12,4,0.25,0.75,2017-05-25,508887,3.14411647379477,"below 85%"
"RWG","West Hertfordshire Hospitals NHS Trust","Y61","East of England Commissioning Region",2017-05-01,"May-2017",19,9,10,0.526315789473684,0.473684210526316,2017-05-25,407316,4.66468294886525,"below 85%"
"RWH","East and North Hertfordshire NHS Trust","Y61","East of England Commissioning Region",2017-05-01,"May-2017",20,16,4,0.2,0.8,2017-05-25,475363,4.20731104440186,"below 85%"
"RWJ","Stockport NHS Foundation Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",13,11,2,0.153846153846154,0.846153846153846,2017-05-25,311182,4.17761952812181,"below 85%"
"RWP","Worcestershire Acute Hospitals NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",26,15,11,0.423076923076923,0.576923076923077,2017-05-25,531470,4.89209174553597,"below 85%"
"RWW","Warrington and Halton Teaching Hospitals NHS Foundation Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",18,18,0,0,1,2017-05-25,270848,6.64579395085066,">= 85%"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",13,8,5,0.384615384615385,0.615384615384615,2017-05-25,410047,3.1703682748563,"below 85%"
"RX1","Nottingham University Hospitals NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",103,83,20,0.194174757281553,0.805825242718447,2017-05-25,834607,12.3411378049789,"below 85%"
"RXC","East Sussex Healthcare NHS Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",19,11,8,0.421052631578947,0.578947368421053,2017-05-25,364816,5.20810490767949,"below 85%"
"RXF","Mid Yorkshire Hospitals NHS Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",23,19,4,0.173913043478261,0.826086956521739,2017-05-25,563536,4.08137190880441,"below 85%"
"RXH","Brighton and Sussex University Hospitals NHS Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",52,42,10,0.192307692307692,0.807692307692308,2017-05-25,536102,9.69964670902179,"below 85%"
"RXK","Sandwell and West Birmingham Hospitals NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",18,16,2,0.111111111111111,0.888888888888889,2017-05-25,424663,4.23865512182601,">= 85%"
"RXL","Blackpool Teaching Hospitals NHS Foundation Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",34,25,9,0.264705882352941,0.735294117647059,2017-05-25,309754,10.9764522814879,"below 85%"
"RXN","Lancashire Teaching Hospitals NHS Foundation Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",32,21,11,0.34375,0.65625,2017-05-25,415954,7.69315837808989,"below 85%"
"RXP","County Durham and Darlington NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-05-01,"May-2017",21,18,3,0.142857142857143,0.857142857142857,2017-05-25,499697,4.20254674332646,">= 85%"
"RXQ","Buckinghamshire Healthcare NHS Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",20,14,6,0.3,0.7,2017-05-25,386280,5.17759138448794,"below 85%"
"RXR","East Lancashire Hospitals NHS Trust","Y62","North West Commissioning Region",2017-05-01,"May-2017",24,14,10,0.416666666666667,0.583333333333333,2017-05-25,455260,5.27171286737249,"below 85%"
"RXW","Shrewsbury and Telford Hospital NHS Trust","Y60","Midlands Commissioning Region",2017-05-01,"May-2017",17,16,1,0.0588235294117647,0.941176470588235,2017-05-25,456701,3.72234788187457,">= 85%"
"RYJ","Imperial College Healthcare NHS Trust","Y56","London Commissioning Region",2017-05-01,"May-2017",108,85,23,0.212962962962963,0.787037037037037,2017-05-25,588135,18.3631309138208,"below 85%"
"RYR","Western Sussex Hospitals NHS Foundation Trust","Y59","South East Commissioning Region",2017-05-01,"May-2017",22,17,5,0.227272727272727,0.772727272727273,2017-05-25,477022,4.61194661881423,"below 85%"
"RYV","Cambridgeshire Community Services NHS Trust","Y61","East of England Commissioning Region",2017-05-01,"May-2017",0,0,0,NA,NA,2017-05-25,NA,NA,NA
"-","England","-",NA,2017-05-01,"May-2017",4063,3279,784,0.19296086635491,0.80703913364509,2017-05-25,NA,NA,"below 85%"
"R1F","Isle of Wight NHS Trust","Y59","South East Commissioning Region",2017-04-01,"April-2017",6,3,3,0.5,0.5,2017-04-27,132704,4.52134072823728,"below 85%"
"R1H","Barts Health NHS Trust","Y56","London Commissioning Region",2017-04-01,"April-2017",114,105,9,0.0789473684210526,0.921052631578947,2017-04-27,1231581,9.25639482908554,">= 85%"
"R1K","London North West University Healthcare NHS Trust","Y56","London Commissioning Region",2017-04-01,"April-2017",33,20,13,0.393939393939394,0.606060606060606,2017-04-27,692928,4.7623995566639,"below 85%"
"RA2","Royal Surrey County Hospital NHS Foundation Trust","Y59","South East Commissioning Region",2017-04-01,"April-2017",25,24,1,0.04,0.96,2017-04-27,329354,7.59061678315733,">= 85%"
"RA3","Weston Area Health NHS Trust","Y58","South West Commissioning Region",2017-04-01,"April-2017",5,5,0,0,1,2017-04-27,111148,4.49850649584338,">= 85%"
"RA4","Yeovil District Hospital NHS Foundation Trust","Y58","South West Commissioning Region",2017-04-01,"April-2017",10,8,2,0.2,0.8,2017-04-27,176778,5.6568124992929,"below 85%"
"RA7","University Hospitals Bristol NHS Foundation Trust","Y58","South West Commissioning Region",2017-04-01,"April-2017",55,53,2,0.0363636363636364,0.963636363636364,2017-04-27,515351,10.6723378823365,">= 85%"
"RA9","Torbay and South Devon NHS Foundation Trust","Y58","South West Commissioning Region",2017-04-01,"April-2017",10,5,5,0.5,0.5,2017-04-27,276332,3.61883531404253,"below 85%"
"RAE","Bradford Teaching Hospitals NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-04-01,"April-2017",16,15,1,0.0625,0.9375,2017-04-27,424595,3.76829684758417,">= 85%"
"RAJ","Southend University Hospital NHS Foundation Trust","Y61","East of England Commissioning Region",2017-04-01,"April-2017",22,18,4,0.181818181818182,0.818181818181818,2017-04-27,311582,7.06074163462588,"below 85%"
"RAL","Royal Free London NHS Foundation Trust","Y56","London Commissioning Region",2017-04-01,"April-2017",85,71,14,0.164705882352941,0.835294117647059,2017-04-27,666436,12.7544130269073,"below 85%"
"RAN","Royal National Orthopaedic Hospital NHS Trust","Y56","London Commissioning Region",2017-04-01,"April-2017",14,7,7,0.5,0.5,2017-04-27,5864,238.744884038199,"below 85%"
"RAP","North Middlesex University Hospital NHS Trust","Y56","London Commissioning Region",2017-04-01,"April-2017",10,7,3,0.3,0.7,2017-04-27,338374,2.95530980512687,"below 85%"
"RAS","The Hillingdon Hospitals NHS Foundation Trust","Y56","London Commissioning Region",2017-04-01,"April-2017",7,5,2,0.285714285714286,0.714285714285714,2017-04-27,249319,2.80764803324255,"below 85%"
"RAX","Kingston Hospital NHS Foundation Trust","Y56","London Commissioning Region",2017-04-01,"April-2017",10,9,1,0.1,0.9,2017-04-27,317010,3.15447462225166,">= 85%"
"RBA","Taunton and Somerset NHS Foundation Trust","Y58","South West Commissioning Region",2017-04-01,"April-2017",12,10,2,0.166666666666667,0.833333333333333,2017-04-27,324469,3.69835022760264,"below 85%"
"RBD","Dorset County Hospital NHS Foundation Trust","Y58","South West Commissioning Region",2017-04-01,"April-2017",8,5,3,0.375,0.625,2017-04-27,191829,4.17038091216657,"below 85%"
"RBK","Walsall Healthcare NHS Trust","Y60","Midlands Commissioning Region",2017-04-01,"April-2017",13,13,0,0,1,2017-04-27,258542,5.02819657927919,">= 85%"
"RBL","Wirral University Teaching Hospital NHS Foundation Trust","Y62","North West Commissioning Region",2017-04-01,"April-2017",18,14,4,0.222222222222222,0.777777777777778,2017-04-27,315354,5.70787115432181,"below 85%"
"RBN","St Helens and Knowsley Teaching Hospitals NHS Trust","Y62","North West Commissioning Region",2017-04-01,"April-2017",14,13,1,0.0714285714285714,0.928571428571429,2017-04-27,362282,3.86439293147327,">= 85%"
"RBQ","Liverpool Heart and Chest Hospital NHS Foundation Trust","Y62","North West Commissioning Region",2017-04-01,"April-2017",34,26,8,0.235294117647059,0.764705882352941,2017-04-27,30671,110.853901079195,"below 85%"
"RBS","Alder Hey Children's NHS Foundation Trust","Y62","North West Commissioning Region",2017-04-01,"April-2017",0,0,0,NA,NA,2017-04-27,161104,0,NA
"RBT","Mid Cheshire Hospitals NHS Foundation Trust","Y62","North West Commissioning Region",2017-04-01,"April-2017",11,9,2,0.181818181818182,0.818181818181818,2017-04-27,268257,4.10054537253455,"below 85%"
"RBV","The Christie NHS Foundation Trust","Y62","North West Commissioning Region",2017-04-01,"April-2017",6,5,1,0.166666666666667,0.833333333333333,2017-04-27,38726,15.4934669214481,"below 85%"
"RBZ","Northern Devon Healthcare NHS Trust","Y58","South West Commissioning Region",2017-04-01,"April-2017",7,2,5,0.714285714285714,0.285714285714286,2017-04-27,164689,4.25043566965614,"below 85%"
"RC1","Bedford Hospital NHS Trust","Y61","East of England Commissioning Region",2017-04-01,"April-2017",11,8,3,0.272727272727273,0.727272727272727,2017-04-27,236128,4.65849031034015,"below 85%"
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust","Y61","East of England Commissioning Region",2017-04-01,"April-2017",17,13,4,0.235294117647059,0.764705882352941,2017-04-27,384323,4.42336264027914,"below 85%"
"RCB","York Teaching Hospital NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-04-01,"April-2017",19,13,6,0.315789473684211,0.684210526315789,2017-04-27,529147,3.59068463016893,"below 85%"
"RCD","Harrogate and District NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-04-01,"April-2017",8,3,5,0.625,0.375,2017-04-27,167611,4.772956428874,"below 85%"
"RCF","Airedale NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-04-01,"April-2017",5,4,1,0.2,0.8,2017-04-27,183538,2.72423149429546,"below 85%"
"RCU","Sheffield Children's NHS Foundation Trust","Y63","North East and Yorkshire Commissioning Region",2017-04-01,"April-2017",0,0,0,NA,NA,2017-04-27,128636,0,NA
"RCX","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust","Y61","East of England Commissioning Region",2017-04-01,"April-2017",13,9,4,0.307692307692308,0.692307692307692,2017-04-27,237336,5.47746654531972,"below 85%"
"RD1","Royal United Hospitals Bath NHS Foundation Trust","Y58","South West Commissioning Region",2017-04-01,"April-2017",13,11,2,0.153846153846154,0.846153846153846,2017-04-27,433152,3.00125591016548,"below 85%"
"RD3","Poole Hospital NHS Foundation Trust","Y58","South West Commissioning Region",2017-04-01,"April-2017",11,9,2,0.181818181818182,0.818181818181818,2017-04-27,318034,3.458749693429,"below 85%"
"RD8","Milton Keynes University Hospital NHS Foundation Trust","Y61","East of England Commissioning Region",2017-04-01,"April-2017",9,8,1,0.111111111111111,0.888888888888889,2017-04-27,298785,3.01219940760078,">= 85%"
"RDD","Basildon and Thurrock University Hospitals NHS Foundation Trust","Y61","East of England Commissioning Region",2017-04-01,"April-2017",34,27,7,0.205882352941176,0.794117647058823,2017-04-27,393429,8.64196589473577,"below 85%"
